AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
359188,10,95,14,0,1,1157,49,B,5,5448,21,10,,0,0
359189,9,20,18,0,0,,54,D,1,8879,24,5,,44,0
359190,11,10,1,0,1,2353,47,D,3,2615,23,15,1,19,0
359191,14,40,14,0,1,5129,43,A,2,5891,21,7,1,41,0
359192,9,65,14,0,1,866,24,B,1,2682,22,1,,0,0
359193,5,30,19,0,1,28212,51,B,2,67234,24,10,4,55,1
359194,10,75,14,0,1,1700,46,B,3,2029,11,1,1,0,0
359195,2,10,2,0,1,16410,36,B,3,22496,59,3,1,0,0
359196,11,25,1,0,1,6253,32,A,2,5232,24,15,1,105,0
359197,9,25,18,0,0,,48,B,4,15344,12,2,,0,0
359198,4,10,2,0,0,,40,D,5,5327,30,1,,0,1
359199,14,50,14,0,0,,47,B,3,1542,14,2,2,0,1
359200,10,90,17,0,1,5015,52,D,2,8051,33,12,1,0,0
359201,9,30,9,0,0,,42,B,1,3292,23,2,,0,0
359202,10,45,10,0,1,1474,19,D,1,2510,13,1,,50,1
359203,10,95,1,1,0,,40,B,2,5931,36,2,1,5,0
359204,5,40,3,0,0,,45,B,1,8437,39,1,1,0,0
359205,8,5,,0,0,,43,B,2,7341,23,2,1,5,1
359206,9,30,1,0,1,67524,53,B,1,57333,23,1,1,0,0
359207,9,65,1,0,1,2779,75,D,1,4657,23,4,1,96,1
359208,10,95,1,1,0,,50,B,2,3953,22,1,,0,0
359209,11,30,19,0,0,,47,B,1,9077,21,2,1,0,0
359210,9,40,1,0,0,,52,B,1,4147,32,3,1,40,0
359211,10,30,,0,1,7462,43,B,1,7603,35,7,1,0,0
359212,10,95,17,0,1,756,32,B,1,2162,23,7,1,3,0
359213,9,30,19,0,1,2130,25,D,2,2077,24,2,2,0,1
359214,7,45,8,0,0,,20,B,1,4424,35,1,1,0,0
359215,8,70,1,0,0,,33,B,2,6175,23,1,1,0,0
359216,5,10,19,0,1,5652,51,D,3,16704,40,9,1,0,0
359217,7,30,2,0,1,5972,49,B,1,16494,35,1,1,0,0
359218,10,55,14,0,1,233,59,B,1,1154,11,4,2,0,0
359219,4,10,2,0,0,,54,B,2,3461,35,1,,0,0
359220,11,5,1,0,1,13111,55,B,1,13789,35,4,3,78,0
359221,7,35,4,1,1,35628,37,A,1,39567,57,10,3,0,1
359222,9,75,14,0,1,2889,41,A,3,7944,23,2,1,0,0
359223,8,25,1,0,0,,43,D,3,13444,46,5,2,112,1
359224,7,35,9,1,0,,29,A,1,9268,32,2,1,0,0
359225,11,35,14,0,1,11307,28,B,1,14695,22,7,3,8,0
359226,10,25,14,0,1,3561,34,D,2,4307,11,3,1,0,0
359227,5,30,19,0,1,20030,49,B,1,17453,56,3,3,0,0
359228,7,35,2,1,1,3539,21,A,1,7894,11,1,,1874,1
359229,8,20,19,0,0,,27,B,2,6461,45,1,1,0,0
359230,10,90,1,1,1,2818,19,A,1,2379,23,3,,116,1
359231,8,50,,0,0,,35,A,3,4177,47,1,1,0,0
359232,10,30,1,0,1,4576,51,B,1,4503,35,3,,0,0
359233,6,25,4,0,0,,47,A,1,27374,11,2,,0,1
359234,10,5,1,0,1,2776,44,B,3,4329,35,8,1,2,0
359235,6,5,1,0,0,,27,B,1,4201,35,1,1,0,0
359236,8,30,,0,0,,48,B,1,12396,36,6,5,0,0
359237,10,5,14,0,1,8056,38,B,1,17160,11,8,1,0,0
359238,10,5,1,0,1,1047,28,B,1,3388,22,8,1,28,1
359239,7,35,19,0,0,,57,B,2,4195,23,1,1,0,0
359240,8,35,1,0,1,8622,50,D,5,11261,59,3,1,66,0
359241,10,75,,0,1,2821,33,B,1,3810,23,2,1,79,1
359242,8,40,1,0,1,1415,41,B,1,1608,23,1,1,0,0
359243,4,20,1,0,0,,51,B,1,2334,23,1,,0,0
359244,7,5,5,0,0,,40,B,2,2147,11,9,7,0,0
359245,5,10,19,0,0,,32,B,1,11089,21,4,3,0,1
359246,8,15,4,0,0,,39,D,2,8438,47,1,1,0,1
359247,8,10,9,0,1,4663,29,D,2,5182,23,4,2,0,0
359248,9,15,2,0,1,4763,23,B,1,9917,11,1,,1719,1
359249,10,15,14,0,1,1680,59,D,1,1604,11,1,1,0,0
359250,5,40,19,0,0,,41,A,4,9631,35,2,1,0,0
359251,6,10,2,0,0,,29,A,2,2386,19,1,1,0,0
359252,5,20,8,0,0,,36,D,3,16664,35,1,1,0,0
359253,13,5,19,0,1,5626,45,B,1,7439,41,2,,15,0
359254,4,15,3,0,0,,34,D,3,9978,46,5,2,91,0
359255,8,15,19,0,0,,24,D,2,3791,47,2,2,0,1
359256,14,85,14,0,1,2621,36,A,4,3343,23,7,3,74,0
359257,14,80,14,0,1,1884,59,B,2,1407,23,4,1,256,0
359258,10,65,14,0,1,2152,51,B,2,3668,13,2,,141,0
359259,10,5,14,0,1,3025,28,D,5,5262,11,7,2,0,0
359260,14,60,1,0,1,9045,26,B,1,8926,23,4,4,0,1
359261,9,20,14,0,1,3157,28,B,2,3378,24,4,2,51,0
359262,9,25,14,0,1,8247,31,D,2,14214,21,2,2,0,1
359263,10,55,14,0,1,8670,45,B,1,11050,11,1,,42,0
359264,11,5,19,0,0,,55,B,1,5811,23,4,1,0,0
359265,14,85,3,0,1,3167,45,B,1,4891,36,2,1,336,1
359266,11,5,14,0,0,,47,D,4,2141,22,4,1,1,0
359267,9,65,14,0,1,12303,25,A,1,19219,31,2,,0,0
359268,11,30,1,0,1,801,22,D,2,3689,23,2,1,0,0
359269,9,25,,0,1,5151,47,B,1,11509,47,5,1,176,0
359270,9,25,14,0,1,7071,43,B,1,5680,36,2,1,147,0
359271,10,25,1,1,0,,23,D,2,9341,34,2,,62,0
359272,7,25,3,0,0,,37,B,2,4953,34,5,1,0,0
359273,7,5,19,1,0,,51,B,2,3920,11,3,1,0,0
359274,13,10,19,0,1,4166,25,A,1,13102,23,2,2,0,1
359275,4,10,2,0,0,,28,A,2,3825,23,1,1,0,0
359276,10,20,1,0,1,2401,49,B,4,3203,22,15,2,0,0
359277,8,15,1,0,0,,31,D,2,5346,58,3,3,0,1
359278,6,45,18,0,0,,48,B,1,3607,23,2,1,0,0
359279,6,40,,0,0,,51,B,3,17469,23,5,1,31,0
359280,8,35,14,0,1,13537,61,B,1,13874,22,1,1,0,1
359281,11,10,1,0,1,3196,28,A,1,5940,34,5,1,54,0
359282,14,60,1,0,1,9045,37,B,1,7960,47,7,4,79,1
359283,9,65,1,0,1,17845,42,B,4,25370,48,7,2,1335,1
359284,10,45,1,0,1,4990,22,B,3,5400,23,22,3,3,0
359285,10,15,17,1,0,,30,D,3,6335,23,14,3,3,0
359286,10,55,14,0,1,3406,37,B,1,5166,11,2,,0,0
359287,7,40,14,0,0,,45,A,1,7282,23,1,,0,0
359288,11,5,1,0,0,,47,B,1,2957,23,4,,0,0
359289,10,55,14,0,0,,45,B,1,2402,12,2,2,0,0
359290,10,65,14,0,1,1318,49,D,1,1741,11,4,2,0,0
359291,10,5,14,0,1,3749,53,D,2,6108,12,18,5,0,0
359292,9,55,1,0,1,2437,23,B,1,3912,23,5,1,0,0
359293,10,55,14,0,1,14810,47,D,1,16243,12,2,,5,0
359294,14,35,14,0,1,2197,55,B,2,1844,12,9,1,238,0
359295,6,35,1,0,0,,52,D,2,6647,23,1,,23,1
359296,9,55,1,0,0,,39,B,1,3786,24,2,1,9,0
359297,9,90,2,0,1,4615,46,B,1,5207,22,2,1,0,0
359298,8,40,1,0,1,8725,50,B,3,9086,34,2,,215,0
359299,10,65,2,1,1,1848,41,B,1,1989,22,2,1,0,0
359300,5,35,9,0,1,2401,52,D,2,2727,22,1,1,0,0
359301,10,75,1,0,1,326,30,B,2,2824,22,3,1,1,0
359302,10,75,2,0,0,,39,B,1,1539,11,2,,28,0
359303,7,25,,0,1,3096,40,B,3,8723,23,1,,0,1
359304,14,85,14,0,0,,41,B,1,1609,24,1,1,0,0
359305,8,60,1,0,1,3396,37,B,1,6969,48,2,1,0,0
359306,9,55,14,0,0,,30,B,1,6274,24,1,1,0,0
359307,14,85,1,0,1,1732,59,B,2,1448,21,4,1,308,0
359308,4,5,1,0,0,,31,D,2,2634,35,1,1,0,0
359309,10,65,1,0,1,4456,50,B,1,3681,20,5,1,0,0
359310,10,55,,0,0,,65,B,1,7640,12,4,3,10,0
359311,10,70,1,0,1,2446,24,D,4,4152,22,4,1,22,0
359312,7,5,18,0,0,,26,B,1,7530,14,7,3,0,0
359313,8,40,14,0,1,94,55,B,1,1193,11,5,2,5,0
359314,9,10,14,0,1,1445,39,D,2,4806,23,4,1,0,0
359315,10,45,1,1,0,,45,D,3,7822,24,5,,0,0
359316,13,20,19,1,0,,55,B,1,4880,23,8,4,39,0
359317,8,45,1,0,0,,55,B,1,6922,47,7,1,60,0
359318,5,20,19,0,1,17037,44,B,1,44735,47,1,,32,1
359319,4,15,1,0,0,,43,D,1,1671,19,1,1,0,0
359320,9,90,1,0,1,1406,47,D,4,1259,22,4,1,37,0
359321,10,95,14,0,1,4925,34,B,1,4304,23,5,1,0,0
359322,7,15,19,0,0,,49,D,2,1687,59,2,2,0,0
359323,11,25,14,0,1,3241,44,B,3,4056,16,17,3,0,0
359324,10,95,14,0,1,3923,45,B,2,3235,24,12,2,108,0
359325,3,10,4,0,0,,27,B,1,15028,24,1,1,0,0
359326,9,15,9,0,0,,40,A,4,9996,46,6,3,0,0
359327,7,50,2,0,1,7245,34,D,1,8452,34,3,1,0,1
359328,7,15,1,0,0,,48,B,4,6724,59,8,2,0,0
359329,10,75,1,0,1,1819,51,B,1,2160,22,2,,3,0
359330,14,50,14,0,1,2938,45,B,2,4922,24,6,2,0,0
359331,9,30,14,0,1,1383,59,B,1,4406,23,5,,0,0
359332,8,60,,0,1,2734,32,D,2,6627,35,19,2,259,1
359333,9,65,14,0,1,2896,24,D,2,3408,22,5,,527,0
359334,10,15,17,0,1,1487,26,B,4,6381,23,3,1,58,0
359335,5,25,7,1,0,,19,A,1,7045,42,2,1,0,0
359336,9,30,14,0,0,,40,B,1,3840,11,2,2,0,0
359337,8,65,1,0,0,,40,A,2,3033,24,1,,0,0
359338,8,30,14,0,1,1752,54,B,3,2808,36,6,3,55,0
359339,9,10,1,0,0,,28,B,3,4988,22,2,1,0,1
359340,14,35,1,0,1,249,52,B,2,1509,24,3,1,355,0
359341,9,57,1,0,1,3526,46,B,1,3895,23,2,1,32,0
359342,7,35,1,0,0,,47,B,3,4512,22,10,1,150,0
359343,10,20,17,1,0,,26,B,1,2640,23,1,1,0,0
359344,7,25,1,0,0,,28,D,1,3976,33,1,1,0,1
359345,13,5,1,0,1,5755,49,B,1,6650,23,2,1,0,0
359346,5,10,19,0,1,5539,25,B,1,5549,23,1,1,0,1
359347,9,55,14,0,1,2559,50,B,2,2575,23,13,6,135,0
359348,7,15,1,0,0,,32,B,2,2314,47,2,1,0,0
359349,9,95,14,0,1,2440,25,B,1,2803,23,1,1,0,0
359350,10,90,14,0,1,2000,47,B,2,2379,11,4,2,0,0
359351,8,15,4,0,1,2301,33,D,3,2305,23,4,3,0,1
359352,7,15,19,0,0,,40,D,2,4645,48,6,1,0,0
359353,14,40,14,0,1,15657,53,B,1,11801,12,8,1,22,0
359354,8,40,1,0,1,21610,21,A,1,26253,48,3,3,0,1
359355,8,30,9,0,1,3093,35,A,1,9936,58,2,1,0,0
359356,8,5,4,0,0,,36,D,1,3647,46,3,3,0,1
359357,10,15,17,1,0,,43,B,1,6642,23,1,,0,0
359358,6,5,1,0,1,4641,51,B,1,7373,59,11,4,534,0
359359,8,30,18,0,1,8800,36,A,1,8729,17,6,3,0,0
359360,8,15,2,0,0,,59,B,1,1192,56,1,1,0,0
359361,9,30,9,0,1,2860,54,B,1,2824,34,3,,13,0
359362,9,85,14,0,0,,36,B,2,7743,23,2,1,0,0
359363,14,60,17,0,0,,46,B,2,11389,22,1,,17,0
359364,9,57,14,0,0,,55,B,2,7038,19,5,2,28,0
359365,9,57,14,0,1,1364,42,B,1,2463,22,2,,0,0
359366,14,85,,0,1,1403,52,B,1,1309,24,4,2,0,0
359367,10,45,14,0,1,2288,40,B,3,2138,24,3,3,0,0
359368,4,5,19,0,0,,49,D,5,3442,48,5,4,15,1
359369,10,5,14,0,1,818,31,B,4,1680,11,9,3,5,0
359370,10,45,1,0,1,18320,55,B,1,17067,23,15,4,1,0
359371,7,25,6,0,1,7316,55,B,3,8375,24,9,1,0,0
359372,9,40,18,0,1,4857,47,B,1,5458,23,2,2,0,0
359373,10,70,,0,1,9669,46,B,1,7401,23,1,,224,0
359374,9,75,2,0,1,1083,45,B,3,1494,11,1,1,0,1
359375,10,65,14,0,1,2159,36,D,1,2498,22,2,,0,0
359376,10,45,14,0,1,365,41,B,3,1664,12,11,4,21,0
359377,14,35,1,0,1,4082,36,D,2,4153,25,10,,53,0
359378,14,85,1,0,0,,27,D,4,4091,23,1,1,0,0
359379,7,35,2,0,0,,33,D,2,2273,23,1,1,0,0
359380,9,57,1,0,0,,36,B,2,6182,23,2,,0,0
359381,2,10,19,0,1,14316,49,B,1,26470,59,3,1,30,0
359382,7,30,19,0,0,,57,B,1,7695,11,3,1,0,0
359383,9,90,2,0,1,5200,27,B,1,4839,47,1,1,0,0
359384,5,5,14,0,1,9301,47,B,2,9048,45,5,3,2,0
359385,9,95,14,0,1,19115,47,B,3,17190,23,4,1,0,0
359386,10,65,,0,1,1322,39,B,2,2354,12,1,1,0,0
359387,9,85,14,0,1,6602,46,B,1,17363,23,1,1,0,0
359388,9,35,19,0,0,,40,B,2,4480,44,11,1,27,0
359389,7,5,16,0,0,,49,B,3,12850,42,13,2,268,1
359390,14,85,1,0,0,,39,D,2,3637,22,2,,18,0
359391,10,45,17,1,0,,21,D,1,7089,22,1,,0,0
359392,4,15,1,0,0,,46,D,1,4548,35,5,1,0,1
359393,9,50,14,0,1,9191,43,B,1,17842,23,6,3,0,0
359394,7,25,14,0,0,,49,B,4,23384,31,10,4,0,0
359395,6,45,1,0,0,,35,B,1,5541,23,4,2,529,0
359396,8,65,19,0,0,,50,B,2,4018,19,1,1,0,1
359397,7,45,1,1,0,,37,A,1,4948,35,1,,49,0
359398,13,5,1,0,0,,34,A,2,25563,13,1,1,0,0
359399,4,20,14,1,0,,21,B,1,5868,35,1,1,0,1
359400,9,60,1,0,1,3403,40,D,2,7956,23,3,,9,0
359401,11,25,18,0,0,,54,B,3,1897,19,5,1,330,0
359402,4,15,1,0,0,,43,B,3,13522,35,2,,0,0
359403,8,20,18,0,0,,40,B,2,10499,23,1,1,0,0
359404,9,90,18,0,0,,55,B,2,20338,22,8,1,1,0
359405,11,25,18,0,1,8974,20,A,2,7867,35,3,1,0,0
359406,13,5,19,0,1,25152,34,B,1,41280,23,1,1,0,1
359407,7,20,2,0,1,5384,36,C,2,17061,30,5,1,0,1
359408,10,65,14,0,1,5077,43,B,1,4905,23,1,,0,0
359409,14,60,1,0,1,2443,58,D,1,2508,33,3,2,65,1
359410,10,65,14,0,1,7856,62,B,2,24208,22,2,1,27,1
359411,10,75,1,0,1,2508,24,B,3,3215,21,2,1,0,0
359412,7,15,1,0,0,,28,B,2,4686,35,7,1,119,0
359413,10,55,18,0,1,4146,45,B,1,6820,14,1,,34,0
359414,7,5,19,1,0,,55,B,1,1984,18,8,1,7,0
359415,9,95,3,0,1,1234,61,D,1,3072,36,2,1,23,0
359416,7,10,3,0,1,6761,42,D,3,12174,49,4,1,36,1
359417,9,95,1,0,1,5235,26,D,2,8042,12,3,2,23,1
359418,14,35,2,0,1,3904,42,B,3,4153,25,7,2,65,0
359419,6,45,18,0,0,,59,B,2,20528,22,8,1,77,0
359420,9,75,14,0,1,1693,27,B,2,1766,22,2,1,0,0
359421,10,5,14,0,1,3432,44,B,3,4258,11,5,2,0,0
359422,8,65,1,0,1,2046,54,D,2,1450,35,7,,1,0
359423,10,30,1,0,1,8761,37,B,1,7202,23,9,,10,0
359424,11,5,18,0,1,25174,54,B,1,22889,23,3,1,13,0
359425,8,60,1,0,0,,51,B,2,1796,11,4,,482,1
359426,7,35,19,0,0,,25,A,2,8228,32,2,1,0,0
359427,8,35,3,0,0,,21,C,1,6326,22,2,2,0,0
359428,7,10,1,1,0,,42,A,5,8346,45,2,2,0,0
359429,10,45,14,1,0,,57,B,2,6426,24,5,3,0,0
359430,10,65,14,0,1,3500,36,B,1,3429,22,2,1,0,0
359431,11,25,14,0,0,,49,B,2,3335,23,4,,0,0
359432,9,30,14,0,1,7029,52,B,1,7252,35,5,2,0,0
359433,9,57,14,0,1,8286,32,D,3,13780,22,1,,0,0
359434,11,25,1,0,1,13033,38,B,2,10986,31,2,,3,0
359435,9,5,18,0,0,,29,B,2,18396,22,6,2,13,1
359436,13,5,3,0,0,,33,A,4,13488,22,2,,138,0
359437,11,15,19,0,0,,43,B,2,9950,23,1,,1,0
359438,8,30,3,0,1,7846,50,B,1,6862,36,1,1,0,0
359439,5,10,19,0,0,,18,A,1,7276,23,1,,0,1
359440,9,30,14,0,1,1480,34,B,4,4322,23,2,1,0,0
359441,8,20,1,0,1,3199,35,B,3,3170,23,6,2,3,0
359442,9,5,14,0,1,9730,42,B,1,11920,24,16,5,34,0
359443,7,30,19,0,1,12183,47,B,1,7007,35,2,1,0,0
359444,8,20,2,0,0,,50,B,4,5807,23,7,2,12,0
359445,10,55,7,0,1,601,49,D,3,1305,23,3,3,0,0
359446,8,15,18,0,0,,60,B,1,11308,23,1,,0,1
359447,5,20,8,0,0,,27,D,1,10381,19,1,,95,0
359448,5,25,3,0,0,,32,A,3,14809,22,8,4,0,0
359449,8,25,19,0,1,1060,25,B,1,2013,56,2,2,0,0
359450,10,25,14,0,1,1532,39,D,2,2341,11,5,1,6,0
359451,4,15,9,0,1,11013,34,B,1,17325,47,5,4,0,1
359452,10,65,14,1,1,1587,42,B,2,4529,22,6,,63,0
359453,13,5,14,0,0,,50,B,3,4258,24,4,1,35,0
359454,7,5,18,0,0,,59,B,1,18727,22,4,,637,0
359455,7,25,3,0,0,,36,B,1,3311,31,2,1,0,0
359456,7,15,14,0,0,,25,A,2,4184,22,1,1,0,0
359457,10,30,,0,1,1538,47,B,2,1177,24,10,,20,0
359458,13,5,1,0,1,1318,36,B,2,4469,23,1,1,0,0
359459,9,25,1,0,0,,58,D,1,1976,22,3,1,75,1
359460,14,40,14,0,1,54569,48,B,5,38865,23,4,3,2,0
359461,10,55,,0,0,,36,B,1,4026,12,3,2,0,0
359462,10,55,14,0,1,1315,28,B,1,1162,12,1,,4,0
359463,9,5,18,0,1,3923,31,B,2,8946,23,1,,0,0
359464,13,5,2,0,0,,46,B,1,12666,24,2,,0,0
359465,14,85,1,0,1,2220,49,B,2,1796,23,1,1,0,0
359466,14,60,14,0,1,5145,51,B,1,9288,23,3,1,0,0
359467,5,40,3,0,0,,61,B,2,2565,34,1,1,0,0
359468,8,20,18,0,1,28519,34,B,2,25993,23,3,,9,1
359469,11,5,19,0,1,3283,41,B,1,2774,18,2,1,0,0
359470,5,35,19,0,0,,47,B,3,8712,20,2,2,0,1
359471,8,20,1,0,1,1596,48,B,6,2631,46,6,1,1,0
359472,8,10,14,0,1,7006,40,D,2,7285,24,7,4,0,0
359473,9,65,18,0,0,,53,B,1,7635,23,1,1,0,1
359474,10,15,1,1,0,,51,D,1,5440,23,2,,0,0
359475,8,30,14,0,0,,40,A,3,10630,37,2,,21,0
359476,8,65,1,0,1,10638,28,A,2,8603,47,6,1,13,0
359477,9,30,,0,0,,33,A,5,8884,11,8,4,44,0
359478,10,45,1,0,1,6741,30,A,1,8002,24,19,5,23,0
359479,9,65,14,0,1,966,55,B,1,3357,12,6,1,49,0
359480,6,25,1,0,1,13088,39,B,1,16275,30,7,4,0,0
359481,7,5,,0,0,,40,B,2,1448,11,3,3,0,0
359482,10,15,19,0,1,2954,43,B,1,2376,24,9,1,0,0
359483,9,20,14,0,1,8764,25,B,1,15842,24,1,1,0,0
359484,10,5,14,0,1,950,32,D,3,1201,23,3,,741,1
359485,9,35,18,0,1,5255,59,B,2,8666,24,9,1,0,0
359486,9,25,14,0,1,2727,46,B,1,5487,35,3,3,0,0
359487,13,10,3,0,0,,55,A,3,4723,11,5,,755,1
359488,10,5,14,0,1,643,40,D,2,2299,11,10,,0,0
359489,7,15,19,0,1,6567,49,B,1,16076,59,1,,0,1
359490,10,65,1,0,1,2757,29,D,2,4583,25,2,,235,0
359491,8,70,18,0,0,,47,B,2,12466,24,2,1,0,0
359492,7,30,1,0,0,,47,D,4,8123,22,4,,0,0
359493,8,25,10,0,0,,33,D,4,3164,46,4,3,0,0
359494,10,65,1,0,1,1609,43,B,2,3906,22,1,1,0,0
359495,7,20,1,1,0,,52,B,1,5877,24,3,,21,0
359496,7,5,19,0,0,,28,A,2,4518,47,2,,513,1
359497,9,85,14,0,1,1457,28,C,3,3304,23,3,1,26,0
359498,10,70,1,0,1,9055,43,B,1,12371,24,1,,12,0
359499,10,70,1,1,1,19289,59,B,1,25155,23,2,1,0,0
359500,9,55,14,0,1,2576,53,B,1,2356,22,5,,30,0
359501,14,85,1,0,0,,58,B,2,1490,23,6,,414,0
359502,6,40,1,0,1,4738,38,C,1,7283,35,1,1,0,1
359503,7,15,19,0,0,,46,B,3,3396,48,3,1,0,1
359504,7,5,19,0,0,,25,B,1,1658,11,3,2,0,0
359505,8,30,1,0,1,14814,44,D,1,18258,36,1,1,0,0
359506,5,20,19,0,0,,32,B,1,4060,34,1,,0,0
359507,7,20,3,1,0,,51,B,3,10029,44,3,,0,0
359508,10,45,14,0,1,4802,20,B,1,3960,24,2,2,0,0
359509,8,40,1,0,1,423,46,B,2,2779,48,9,5,0,0
359510,8,35,1,0,1,6925,47,B,1,15982,46,2,2,0,0
359511,7,15,1,0,0,,61,D,4,7620,46,2,,0,0
359512,7,5,1,0,0,,62,B,2,2451,21,2,2,0,0
359513,14,80,1,0,0,,44,B,2,2148,22,1,,0,0
359514,9,45,14,0,0,,34,D,2,2039,35,3,,136,0
359515,6,40,14,0,1,1283,50,B,1,1230,23,2,1,0,0
359516,5,25,9,1,0,,32,D,5,14308,11,9,2,0,1
359517,5,40,19,0,0,,32,B,2,8301,36,6,3,18,1
359518,8,50,1,0,1,2065,39,B,1,3727,22,1,1,0,0
359519,10,10,1,0,1,139,55,D,2,8118,36,9,,59,0
359520,6,45,18,0,0,,57,B,1,21082,22,2,,39,0
359521,10,10,1,0,1,3477,32,A,1,3781,22,4,1,0,0
359522,11,5,18,0,0,,37,B,1,43664,23,11,2,76,0
359523,6,5,18,0,0,,55,B,2,10570,23,3,,435,0
359524,3,10,3,0,0,,28,A,1,14849,47,1,1,0,0
359525,9,95,,0,1,1147,48,B,2,1585,23,1,1,0,0
359526,10,10,1,0,1,2133,33,B,1,2330,21,2,,103,0
359527,11,30,1,0,1,39212,22,B,1,38328,58,13,7,121,0
359528,10,75,1,0,1,3513,36,B,2,2866,23,1,1,0,0
359529,9,55,1,0,1,2437,41,D,2,1844,22,3,1,0,0
359530,10,45,10,0,0,,48,D,1,2423,12,11,5,157,0
359531,8,45,18,0,0,,32,D,1,52104,19,4,1,7,0
359532,7,15,15,0,0,,36,B,1,4144,23,1,1,0,0
359533,9,57,14,0,1,578,36,B,2,3960,23,1,1,0,0
359534,5,40,3,0,0,,26,B,3,12578,24,7,3,18,0
359535,10,30,1,0,1,6625,46,B,2,5532,24,7,3,16,0
359536,7,45,19,0,1,53166,54,D,1,49616,58,6,2,0,0
359537,14,40,14,0,1,2789,30,C,3,2874,11,3,1,7,0
359538,10,5,14,0,1,1703,32,B,1,2500,23,9,2,15,0
359539,8,15,2,0,0,,46,D,1,3260,46,1,1,0,0
359540,8,40,14,0,1,2925,37,D,3,9347,35,7,3,3,0
359541,9,30,14,0,1,4996,43,B,1,6714,23,10,1,0,0
359542,7,45,19,1,0,,33,A,1,10412,37,3,2,0,0
359543,10,25,14,0,1,1167,52,B,1,2409,11,1,1,0,0
359544,10,5,1,0,1,18116,39,B,3,23426,48,3,1,33,0
359545,9,55,,0,1,2485,48,B,1,5201,23,2,1,0,0
359546,7,20,1,1,0,,23,A,1,16876,35,2,1,0,0
359547,14,60,1,0,1,9045,37,B,1,19892,47,6,3,0,1
359548,9,30,1,0,1,330,48,B,2,2483,23,4,1,0,0
359549,10,15,1,0,1,4136,30,D,2,3353,22,3,,0,0
359550,10,65,1,0,1,2540,28,D,1,3036,21,5,1,0,0
359551,13,5,3,0,0,,33,B,1,20124,24,1,1,0,1
359552,5,20,19,0,1,6793,26,A,6,13328,39,9,1,86,1
359553,14,80,1,0,1,944,45,B,2,1731,22,4,1,56,0
359554,5,20,19,0,1,26428,28,A,3,40087,35,4,2,0,1
359555,9,80,18,0,0,,34,D,1,45062,23,2,1,843,0
359556,5,5,,0,1,9856,57,B,2,26138,47,14,5,2,0
359557,7,5,5,0,0,,47,B,3,3167,11,4,3,0,0
359558,7,5,19,0,0,,32,B,2,7400,48,3,2,3,0
359559,8,30,1,0,1,5730,45,D,2,5575,32,1,1,0,1
359560,14,35,14,0,1,1483,46,B,1,1242,11,8,2,4,0
359561,9,40,1,0,0,,63,B,1,1408,24,2,,170,1
359562,8,30,1,0,1,5636,46,B,2,5587,34,2,1,0,0
359563,7,5,16,0,1,407,49,B,2,3193,21,14,4,0,0
359564,10,10,1,1,0,,55,B,2,3341,34,1,1,0,0
359565,6,45,1,0,0,,36,B,1,1665,46,1,1,0,0
359566,14,85,14,0,0,,30,D,2,4566,22,5,,49,0
359567,10,5,14,0,0,,59,B,3,1648,11,7,1,0,0
359568,7,25,1,0,0,,38,A,2,5102,32,12,3,0,0
359569,9,65,14,0,1,4431,52,B,1,4780,12,12,3,0,0
359570,13,15,19,0,0,,36,B,2,2782,12,12,,65,0
359571,10,45,14,0,1,4805,40,B,2,6263,12,23,2,0,0
359572,14,85,1,0,1,2249,29,D,3,2618,23,2,1,0,0
359573,10,5,14,0,1,999,59,D,2,2440,11,11,2,146,0
359574,8,15,4,0,0,,58,D,2,1206,57,1,1,0,0
359575,6,45,18,0,0,,48,B,2,20438,23,5,2,0,0
359576,9,75,14,0,1,9727,40,B,3,8766,22,15,2,18,0
359577,9,65,18,0,0,,50,B,2,22160,24,2,1,0,1
359578,4,15,3,0,0,,36,D,1,6215,51,1,1,0,0
359579,9,20,1,0,0,,37,B,1,3173,35,2,,0,0
359580,13,5,19,0,1,34876,47,B,1,38574,46,6,2,85,0
359581,10,25,14,1,0,,56,B,2,5316,12,4,1,0,0
359582,14,60,14,0,1,6528,43,B,1,6485,23,4,2,43,0
359583,9,30,14,0,1,14736,34,A,5,26181,23,6,4,0,1
359584,5,20,2,0,1,10732,49,B,1,7828,36,1,1,0,0
359585,9,90,1,0,1,6001,55,B,2,5111,23,5,1,13,0
359586,8,15,1,0,1,5135,21,D,3,5781,36,3,2,4,0
359587,8,10,2,0,0,,40,B,1,3055,15,7,4,0,0
359588,7,10,14,0,0,,53,B,1,10916,47,4,3,0,1
359589,10,25,18,0,0,,30,D,2,29279,19,17,2,0,0
359590,8,30,3,0,1,5387,55,B,1,8566,36,3,,0,0
359591,7,15,18,0,0,,48,B,4,10272,23,10,4,0,0
359592,9,10,18,0,0,,35,B,1,7464,22,1,,42,1
359593,9,30,18,0,0,,43,B,2,6508,23,2,,543,0
359594,6,35,1,0,1,10907,45,D,1,12742,20,1,1,0,1
359595,14,40,14,0,1,6990,55,B,2,8865,23,4,2,7,0
359596,7,15,19,0,0,,42,B,2,3243,35,3,1,734,0
359597,7,30,1,0,1,7216,54,B,1,8354,47,4,,301,0
359598,10,95,14,0,1,7164,22,B,1,15739,22,2,1,0,0
